chp,n=5g=5000p=0.15,0.000409
chp,n=5g=5000p=0.2,0.000444
chp,n=5g=5000p=0.25,0.000422
chp,n=5g=5000p=0.3,0.000424
chp,n=6g=5000p=0,0.000431
chp,n=6g=5000p=0.05,0.000446
chp,n=6g=5000p=0.1,0.000449
chp,n=6g=5000p=0.15,0.000442
chp,n=6g=5000p=0.2,0.000462
chp,n=6g=5000p=0.25,0.000459
chp,n=6g=5000p=0.3,0.000470
chp,n=7g=5000p=0,0.000507
chp,n=7g=5000p=0.05,0.000530
chp,n=7g=5000p=0.1,0.000513
chp,n=7g=5000p=0.15,0.000502
chp,n=7g=5000p=0.2,0.000510
chp,n=7g=5000p=0.25,0.000522
chp,n=7g=5000p=0.3,0.000510
chp,n=8g=5000p=0,0.000581
chp,n=8g=5000p=0.05,0.000579
chp,n=8g=5000p=0.1,0.000597
chp,n=8g=5000p=0.15,0.000606
chp,n=8g=5000p=0.2,0.000617
chp,n=8g=5000p=0.25,0.000600
chp,n=8g=5000p=0.3,0.000622
chp,n=9g=5000p=0,0.000634
chp,n=9g=5000p=0.05,0.000644
chp,n=9g=5000p=0.1,0.000675
chp,n=9g=5000p=0.15,0.000650
chp,n=9g=5000p=0.2,0.000686
chp,n=9g=5000p=0.25,0.000641
chp,n=9g=5000p=0.3,0.000674
chp,n=10g=5000p=0,0.000690
chp,n=10g=5000p=0.05,0.000699
chp,n=10g=5000p=0.1,0.000685
chp,n=10g=5000p=0.15,0.000703
chp,n=10g=5000p=0.2,0.000721
chp,n=10g=5000p=0.25,0.000673
chp,n=10g=5000p=0.3,0.000705
chp,n=11g=5000p=0,0.000729
chp,n=11g=5000p=0.05,0.000776
chp,n=11g=5000p=0.1,0.000697
chp,n=11g=5000p=0.15,0.000750
chp,n=11g=5000p=0.2,0.000767
chp,n=11g=5000p=0.25,0.000744
chp,n=11g=5000p=0.3,0.000744
